player_name,season,impact_overall,impact_offense,impact_defense,minutes_played,games_played,age,metric_source
Marreese Speights,2015-16,-3.7,-2.3,-1.5,832,72,28,bpm_basketball_reference
Marvin Williams,2015-16,2.7,2.1,0.5,2338,81,29,bpm_basketball_reference
Mason Plumlee,2015-16,1.5,0,1.6,2084,82,25,bpm_basketball_reference
Matt Barnes,2015-16,-0.9,-1.1,0.2,2190,76,35,bpm_basketball_reference
Matt Bonner,2015-16,2.2,1.2,1,206,30,35,bpm_basketball_reference
Matthew Dellavedova,2015-16,-1.2,-0.7,-0.5,1867,76,25,bpm_basketball_reference
Maurice Harkless,2015-16,-0.5,-0.5,0,1457,78,22,bpm_basketball_reference
Metta World Peace,2015-16,-3.5,-3.2,-0.3,590,35,36,bpm_basketball_reference
Meyers Leonard,2015-16,-1.7,-1.1,-0.6,1333,61,23,bpm_basketball_reference
Michael Beasley,2015-16,0.9,2.2,-1.2,363,20,27,bpm_basketball_reference
Michael Carter-Williams,2015-16,-0.7,-1.4,0.6,1649,54,24,bpm_basketball_reference
Michael Kidd-Gilchrist,2015-16,0,0.2,-0.2,205,7,22,bpm_basketball_reference
Mike Conley,2015-16,3,3.5,-0.5,1761,56,28,bpm_basketball_reference
Mike Dunleavy,2015-16,-3.5,-2.6,-0.9,703,31,35,bpm_basketball_reference
Mike Miller,2015-16,-2.6,-3.8,1.2,373,47,35,bpm_basketball_reference
Mike Muscala,2015-16,-0.9,-2.1,1.2,565,60,24,bpm_basketball_reference
Mike Scott,2015-16,-0.1,-0.1,0,1146,75,27,bpm_basketball_reference
Miles Plumlee,2015-16,-1.5,-0.2,-1.3,870,61,27,bpm_basketball_reference
Mirza Teletović,2015-16,1.3,2.8,-1.4,1686,79,30,bpm_basketball_reference
Mitch McGary,2015-16,-7.3,-6,-1.3,72,20,23,bpm_basketball_reference
Mo Williams,2015-16,-1.5,-0.9,-0.6,748,41,33,bpm_basketball_reference
Monta Ellis,2015-16,0.1,-1,1.1,2734,81,30,bpm_basketball_reference
Montrezl Harrell,2015-16,-0.6,-0.5,-0.1,379,39,22,bpm_basketball_reference
Myles Turner,2015-16,-1.6,-2.2,0.6,1367,60,19,bpm_basketball_reference
Nate Robinson,2015-16,-4.6,-6.6,2,23,2,31,bpm_basketball_reference
Nazr Mohammed,2015-16,-11.7,-8.7,-3,19,5,38,bpm_basketball_reference
Nemanja Bjelica,2015-16,-0.7,-0.9,0.2,1075,60,27,bpm_basketball_reference
Nenê,2015-16,0.4,-1.3,1.6,1094,57,33,bpm_basketball_reference
Nerlens Noel,2015-16,-0.2,-1.7,1.5,1965,67,21,bpm_basketball_reference
Nick Collison,2015-16,-3.1,-3.6,0.5,699,59,35,bpm_basketball_reference
Nick Young,2015-16,-3.7,-1.6,-2.1,1033,54,30,bpm_basketball_reference
Nicolas Batum,2015-16,1.2,1.1,0.1,2448,70,27,bpm_basketball_reference
Nik Stauskas,2015-16,-3.8,-2.3,-1.5,1809,73,22,bpm_basketball_reference
Nikola Jokić,2015-16,3.9,2.6,1.3,1733,80,20,bpm_basketball_reference
Nikola Mirotić,2015-16,1.5,1,0.4,1646,66,24,bpm_basketball_reference
Nikola Peković,2015-16,-7.9,-5.1,-2.8,156,12,30,bpm_basketball_reference
Nikola Vučević,2015-16,1.9,1.9,0,2037,65,25,bpm_basketball_reference
Noah Vonleh,2015-16,-4.2,-3.9,-0.3,1174,78,20,bpm_basketball_reference
Norman Powell,2015-16,-0.3,-0.5,0.3,725,49,22,bpm_basketball_reference
Norris Cole,2015-16,-3.8,-2.9,-0.9,1198,45,27,bpm_basketball_reference
O.J. Mayo,2015-16,-4,-3.8,-0.2,1090,41,28,bpm_basketball_reference
Omri Casspi,2015-16,0.1,0.4,-0.2,1880,69,27,bpm_basketball_reference
Orlando Johnson,2015-16,-8.3,-6.5,-1.8,101,7,26,bpm_basketball_reference
Otto Porter Jr.,2015-16,1.1,0.3,0.8,2276,75,22,bpm_basketball_reference
P.J. Hairston,2015-16,-4.5,-3.8,-0.7,1313,66,23,bpm_basketball_reference
P.J. Tucker,2015-16,-1.2,-1.5,0.4,2540,82,30,bpm_basketball_reference
Pablo Prigioni,2015-16,-0.4,-2.5,2.1,823,59,38,bpm_basketball_reference
Pat Connaughton,2015-16,-8,-4.8,-3.2,143,34,23,bpm_basketball_reference
Patrick Beverley,2015-16,0.2,0,0.1,2041,71,27,bpm_basketball_reference
Patrick Patterson,2015-16,-0.1,-0.1,0,2020,79,26,bpm_basketball_reference
Patty Mills,2015-16,1.5,0.8,0.7,1662,81,27,bpm_basketball_reference
Pau Gasol,2015-16,4.9,2.7,2.3,2291,72,35,bpm_basketball_reference
Paul George,2015-16,4.9,3.7,1.2,2819,81,25,bpm_basketball_reference
Paul Millsap,2015-16,4.2,1.5,2.7,2647,81,30,bpm_basketball_reference
Paul Pierce,2015-16,-3.3,-3,-0.3,1231,68,38,bpm_basketball_reference
Phil Pressey,2015-16,-3.2,-3.3,0.1,283,23,24,bpm_basketball_reference
Quincy Acy,2015-16,-0.1,-0.2,0.2,876,59,25,bpm_basketball_reference
R.J. Hunter,2015-16,-2.1,-3.1,1,315,36,22,bpm_basketball_reference
Rajon Rondo,2015-16,1,1,0,2537,72,29,bpm_basketball_reference
Rakeem Christmas,2015-16,6.5,5.6,0.9,6,1,24,bpm_basketball_reference
Ramon Sessions,2015-16,-0.3,0.2,-0.5,1667,82,29,bpm_basketball_reference
Randy Foye,2015-16,-3.3,-2.7,-0.5,1642,81,32,bpm_basketball_reference
Rashad Vaughn,2015-16,-5.7,-4.4,-1.3,1001,70,19,bpm_basketball_reference
Rasual Butler,2015-16,2.9,0.4,2.5,432,46,36,bpm_basketball_reference
Raul Neto,2015-16,-2,-2.3,0.3,1499,81,23,bpm_basketball_reference
Ray McCallum,2015-16,-3.1,-2.6,-0.5,475,41,24,bpm_basketball_reference
Raymond Felton,2015-16,-1.6,-1.7,0.1,2192,80,31,bpm_basketball_reference
Reggie Bullock,2015-16,0.8,0.1,0.7,429,37,24,bpm_basketball_reference
Reggie Jackson,2015-16,2.7,3.4,-0.6,2424,79,25,bpm_basketball_reference
Richard Jefferson,2015-16,-1.2,-1.6,0.5,1326,74,35,bpm_basketball_reference
Richaun Holmes,2015-16,-1.5,-1.1,-0.4,702,51,22,bpm_basketball_reference
Ricky Rubio,2015-16,1.8,1,0.8,2323,76,25,bpm_basketball_reference
Robert Covington,2015-16,-0.9,-1.1,0.1,1903,67,25,bpm_basketball_reference
Robert Sacre,2015-16,-4.6,-3.3,-1.3,320,25,26,bpm_basketball_reference
Robin Lopez,2015-16,-0.2,0.4,-0.5,2219,82,27,bpm_basketball_reference
Rodney Hood,2015-16,0.7,0.7,0,2541,79,23,bpm_basketball_reference
Rodney Stuckey,2015-16,-1.4,-1.8,0.4,1275,58,29,bpm_basketball_reference
Rondae Hollis-Jefferson,2015-16,0.8,-1.4,2.2,615,29,21,bpm_basketball_reference
Ronnie Price,2015-16,-1.8,-3.2,1.4,1211,62,32,bpm_basketball_reference
Roy Hibbert,2015-16,-3.2,-3.5,0.2,1878,81,29,bpm_basketball_reference
Rudy Gay,2015-16,-0.3,-0.1,-0.3,2379,70,29,bpm_basketball_reference
Rudy Gobert,2015-16,2.2,0,2.2,1932,61,23,bpm_basketball_reference
Russ Smith,2015-16,-1.4,-2.9,1.4,66,15,24,bpm_basketball_reference
Russell Westbrook,2015-16,7.8,6.4,1.4,2750,80,27,bpm_basketball_reference
Ryan Anderson,2015-16,-0.2,2.2,-2.4,2008,66,27,bpm_basketball_reference
Ryan Hollins,2015-16,-3.7,-2.8,-1,460,37,31,bpm_basketball_reference
Ryan Kelly,2015-16,-3.5,-2.9,-0.6,470,36,24,bpm_basketball_reference
Salah Mejri,2015-16,0.2,-1.6,1.8,397,34,29,bpm_basketball_reference
Sam Dekker,2015-16,2.2,-2.8,5.1,6,3,21,bpm_basketball_reference
Sasha Kaun,2015-16,-2.8,-3.3,0.5,95,25,30,bpm_basketball_reference
Sasha Vujačić,2015-16,-1.2,-1.5,0.3,908,61,31,bpm_basketball_reference
Sean Kilpatrick,2015-16,-2.2,1,-3.1,616,31,26,bpm_basketball_reference
Serge Ibaka,2015-16,-0.6,-0.6,0,2500,78,26,bpm_basketball_reference
Sergey Karasev,2015-16,-3.8,-2.3,-1.4,399,40,22,bpm_basketball_reference
Seth Curry,2015-16,-0.2,0.7,-0.9,692,44,25,bpm_basketball_reference
Shabazz Muhammad,2015-16,-2.5,0.6,-3.1,1682,82,23,bpm_basketball_reference
Shabazz Napier,2015-16,-3,-2,-1,600,55,24,bpm_basketball_reference
Shane Larkin,2015-16,-2,-1.6,-0.4,1751,78,23,bpm_basketball_reference
Shaun Livingston,2015-16,0.3,-0.7,1.1,1520,78,30,bpm_basketball_reference
Shayne Whittington,2015-16,-7.5,-7.5,0,41,7,24,bpm_basketball_reference
Shelvin Mack,2015-16,-1.6,-1.2,-0.4,1058,52,25,bpm_basketball_reference
Solomon Hill,2015-16,0.1,-1.1,1.2,866,59,24,bpm_basketball_reference
Sonny Weems,2015-16,-7.3,-5.6,-1.7,499,43,29,bpm_basketball_reference
Spencer Dinwiddie,2015-16,-5.2,-4.6,-0.6,159,12,22,bpm_basketball_reference
Spencer Hawes,2015-16,-0.6,-1.6,1,1035,57,27,bpm_basketball_reference
Stanley Johnson,2015-16,-3.3,-3.5,0.2,1687,73,19,bpm_basketball_reference
Stephen Curry,2015-16,11.9,10.3,1.6,2700,79,27,bpm_basketball_reference
Steve Blake,2015-16,-2.4,-1.7,-0.7,986,58,35,bpm_basketball_reference
Steve Novak,2015-16,1.2,3.5,-2.4,44,10,32,bpm_basketball_reference
Steven Adams,2015-16,0.2,0,0.2,2014,80,22,bpm_basketball_reference
T.J. McConnell,2015-16,-1.2,-1.5,0.3,1606,81,23,bpm_basketball_reference
T.J. Warren,2015-16,-0.5,0.5,-0.9,1070,47,22,bpm_basketball_reference
Taj Gibson,2015-16,0,-0.4,0.4,1936,73,30,bpm_basketball_reference
Tarik Black,2015-16,-3.3,-3.1,-0.2,496,39,24,bpm_basketball_reference
Tayshaun Prince,2015-16,-3,-2.9,-0.1,1462,77,35,bpm_basketball_reference
Terrence Jones,2015-16,-2.1,-0.9,-1.2,1044,50,24,bpm_basketball_reference
Terrence Ross,2015-16,0.3,0.6,-0.3,1747,73,24,bpm_basketball_reference
Terry Rozier,2015-16,-6.1,-4.7,-1.4,311,39,21,bpm_basketball_reference
Thabo Sefolosha,2015-16,0.8,-1.5,2.3,1758,75,31,bpm_basketball_reference
Thaddeus Young,2015-16,0,0.1,-0.1,2407,73,27,bpm_basketball_reference
Thanasis Antetokounmpo,2015-16,5.9,3.7,2.2,6,2,23,bpm_basketball_reference
Thomas Robinson,2015-16,-3.8,-2.7,-1.1,917,71,24,bpm_basketball_reference
Tiago Splitter,2015-16,-1.7,-2.2,0.5,579,36,31,bpm_basketball_reference
Tibor Pleiß,2015-16,-11.6,-10,-1.6,82,12,26,bpm_basketball_reference
Tim Duncan,2015-16,3,-0.1,3.1,1536,61,39,bpm_basketball_reference
Tim Frazier,2015-16,-2,-1.5,-0.5,741,51,25,bpm_basketball_reference
Tim Hardaway Jr.,2015-16,-0.9,-1.1,0.2,864,51,23,bpm_basketball_reference
Timofey Mozgov,2015-16,-1.4,-1.7,0.3,1326,76,29,bpm_basketball_reference
Tobias Harris,2015-16,1.5,1.2,0.3,2513,76,23,bpm_basketball_reference
Toney Douglas,2015-16,0,-0.4,0.4,1262,61,29,bpm_basketball_reference
Tony Allen,2015-16,-1,-2.2,1.2,1620,64,34,bpm_basketball_reference
Tony Parker,2015-16,0.4,0.2,0.2,1980,72,33,bpm_basketball_reference
Tony Snell,2015-16,-4,-3.5,-0.5,1301,64,24,bpm_basketball_reference
Tony Wroten,2015-16,-13.4,-8.4,-5,144,8,22,bpm_basketball_reference
Trevor Ariza,2015-16,0.4,0.1,0.3,2859,81,30,bpm_basketball_reference
Trevor Booker,2015-16,0,-1,1,1632,79,28,bpm_basketball_reference
Trey Burke,2015-16,-0.5,0.7,-1.2,1366,64,23,bpm_basketball_reference
Trey Lyles,2015-16,-1.8,-1.6,-0.2,1382,80,20,bpm_basketball_reference
Tristan Thompson,2015-16,0.2,0.5,-0.3,2269,82,24,bpm_basketball_reference
Troy Daniels,2015-16,0.7,1.8,-1,476,43,24,bpm_basketball_reference
Ty Lawson,2015-16,-3.6,-2.4,-1.2,1411,66,28,bpm_basketball_reference
Tyler Ennis,2015-16,-4.3,-3.1,-1.1,654,46,21,bpm_basketball_reference
Tyler Hansbrough,2015-16,-3.8,-3.5,-0.3,343,44,30,bpm_basketball_reference
Tyler Johnson,2015-16,0.7,-0.1,0.7,863,36,23,bpm_basketball_reference
Tyler Zeller,2015-16,-3.3,-2.1,-1.2,710,60,26,bpm_basketball_reference
Tyreke Evans,2015-16,1.7,1.8,-0.1,765,25,26,bpm_basketball_reference
Tyson Chandler,2015-16,-1.1,-0.8,-0.2,1618,66,33,bpm_basketball_reference
Tyus Jones,2015-16,-2.4,-1.9,-0.5,573,37,19,bpm_basketball_reference
Udonis Haslem,2015-16,-2.6,-3.2,0.6,260,37,35,bpm_basketball_reference
Victor Oladipo,2015-16,1.7,0.9,0.9,2379,72,23,bpm_basketball_reference
Vince Carter,2015-16,-1,-0.4,-0.6,1005,60,39,bpm_basketball_reference
Wayne Ellington,2015-16,-2.8,-1.5,-1.3,1615,76,28,bpm_basketball_reference
Wesley Johnson,2015-16,-0.2,-1.7,1.5,1666,80,28,bpm_basketball_reference
Wesley Matthews,2015-16,-1,-0.9,-0.1,2644,78,29,bpm_basketball_reference
Will Barton,2015-16,0.8,1.2,-0.4,2353,82,25,bpm_basketball_reference
Willie Cauley-Stein,2015-16,-0.8,-0.8,0.1,1412,66,22,bpm_basketball_reference
Willie Reed,2015-16,-0.5,0.4,-0.9,426,39,25,bpm_basketball_reference
Xavier Munford,2015-16,-2.5,-3.1,0.6,244,14,23,bpm_basketball_reference
Zach LaVine,2015-16,-1.5,0.2,-1.6,2294,82,20,bpm_basketball_reference
Zach Randolph,2015-16,-0.3,1.4,-1.7,2016,68,34,bpm_basketball_reference
Zaza Pachulia,2015-16,-0.2,-0.3,0.1,2004,76,31,bpm_basketball_reference
Ömer Aşık,2015-16,-3.8,-2.8,-1,1178,68,29,bpm_basketball_reference
A.J. Hammons,2016-17,-6.6,-6.6,0,163,22,24,bpm_basketball_reference
Aaron Brooks,2016-17,-3.7,-2.4,-1.2,894,65,32,bpm_basketball_reference
Aaron Gordon,2016-17,-1,-0.3,-0.7,2298,80,21,bpm_basketball_reference
Aaron Harrison,2016-17,-11.8,-10.1,-1.7,17,5,22,bpm_basketball_reference
Adreian Payne,2016-17,-2.3,-3.8,1.5,135,18,25,bpm_basketball_reference
Al Horford,2016-17,3.4,2.3,1.1,2193,68,30,bpm_basketball_reference
Al Jefferson,2016-17,-1.4,-0.3,-1.1,931,66,32,bpm_basketball_reference
Al-Farouq Aminu,2016-17,-1.1,-1.4,0.4,1773,61,26,bpm_basketball_reference
Alan Anderson,2016-17,-6.1,-4.2,-1.9,308,30,34,bpm_basketball_reference
Alan Williams,2016-17,-1.3,-0.8,-0.6,708,47,24,bpm_basketball_reference
Alec Burks,2016-17,-2.3,-2.2,0,653,42,25,bpm_basketball_reference
Alex Len,2016-17,-2.3,-2.4,0.1,1560,77,23,bpm_basketball_reference
Alex Poythress,2016-17,-2.9,-0.8,-2.1,157,6,23,bpm_basketball_reference
Alexis Ajinça,2016-17,-3.3,-4,0.7,584,39,28,bpm_basketball_reference
Allen Crabbe,2016-17,-1.3,-0.7,-0.6,2254,79,24,bpm_basketball_reference
Alonzo Gee,2016-17,-6.7,-7.5,0.7,89,13,29,bpm_basketball_reference
Amir Johnson,2016-17,0.6,-0.7,1.3,1608,80,29,bpm_basketball_reference
Anderson Varejão,2016-17,-4.2,-4.7,0.5,92,14,34,bpm_basketball_reference
Andre Drummond,2016-17,1,0.1,0.8,2409,81,23,bpm_basketball_reference
Andre Iguodala,2016-17,2.5,0.8,1.7,1998,76,33,bpm_basketball_reference
Andre Roberson,2016-17,-1,-2.5,1.4,2376,79,25,bpm_basketball_reference
Andrew Bogut,2016-17,-2.6,-5.2,2.6,583,27,32,bpm_basketball_reference
Andrew Harrison,2016-17,-3.4,-4,0.6,1474,72,22,bpm_basketball_reference
Andrew Nicholson,2016-17,-6,-6.1,0.1,342,38,27,bpm_basketball_reference
Andrew Wiggins,2016-17,-1.7,0.7,-2.4,3048,82,21,bpm_basketball_reference
Anthony Bennett,2016-17,-1.4,0.5,-1.9,264,23,23,bpm_basketball_reference
Anthony Brown,2016-17,-4.4,-4.5,0.1,159,11,24,bpm_basketball_reference
Anthony Davis,2016-17,5.9,4.4,1.4,2708,75,23,bpm_basketball_reference
Anthony Morrow,2016-17,-2.3,-1.8,-0.5,714,49,31,bpm_basketball_reference
Anthony Tolliver,2016-17,-1,-0.1,-0.8,1477,65,31,bpm_basketball_reference
Archie Goodwin,2016-17,1.9,2.2,-0.3,214,15,22,bpm_basketball_reference
Arinze Onuaku,2016-17,-6.4,-6.1,-0.3,28,8,29,bpm_basketball_reference
Aron Baynes,2016-17,-2.7,-3.2,0.5,1163,75,30,bpm_basketball_reference
Arron Afflalo,2016-17,-3.6,-2.1,-1.5,1580,61,31,bpm_basketball_reference
Austin Rivers,2016-17,-2.2,-1.2,-1,2054,74,24,bpm_basketball_reference
Avery Bradley,2016-17,-0.6,0,-0.5,1835,55,26,bpm_basketball_reference
Axel Toupane,2016-17,-6.2,-5.5,-0.7,47,4,24,bpm_basketball_reference
Ben Bentil,2016-17,-25.9,-19.7,-6.2,10,3,21,bpm_basketball_reference
Ben McLemore,2016-17,-4.2,-2.5,-1.7,1176,61,23,bpm_basketball_reference
Beno Udrih,2016-17,0.3,0.6,-0.2,560,39,34,bpm_basketball_reference
Bismack Biyombo,2016-17,-3.2,-3.4,0.2,1793,81,24,bpm_basketball_reference
Blake Griffin,2016-17,4.7,4.2,0.5,2076,61,27,bpm_basketball_reference
Boban Marjanović,2016-17,5.5,5.4,0.1,293,35,28,bpm_basketball_reference
Bobby Brown,2016-17,-3.6,-0.1,-3.5,123,25,32,bpm_basketball_reference
Bobby Portis,2016-17,-1.5,-0.6,-0.9,1000,64,21,bpm_basketball_reference
Bojan Bogdanović,2016-17,-2.2,-0.1,-2.1,2083,81,27,bpm_basketball_reference
Boris Diaw,2016-17,-2.5,-2.3,-0.2,1283,73,34,bpm_basketball_reference
Bradley Beal,2016-17,3.3,4.2,-1,2684,77,23,bpm_basketball_reference
Brandan Wright,2016-17,1.7,1,0.7,447,28,29,bpm_basketball_reference
Brandon Bass,2016-17,0.4,1.2,-0.8,577,52,31,bpm_basketball_reference
Brandon Ingram,2016-17,-4.4,-3,-1.4,2279,79,19,bpm_basketball_reference
Brandon Jennings,2016-17,-2.4,-1.2,-1.2,1802,81,27,bpm_basketball_reference
Brandon Knight,2016-17,-2.8,-0.8,-2.1,1140,54,25,bpm_basketball_reference
Brandon Rush,2016-17,-2.5,-2,-0.5,1030,47,31,bpm_basketball_reference
Brian Roberts,2016-17,-4.2,-2.8,-1.3,416,41,31,bpm_basketball_reference
Briante Weber,2016-17,-3.7,-4.5,0.8,205,20,24,bpm_basketball_reference
Brice Johnson,2016-17,-2,-6.6,4.5,9,3,22,bpm_basketball_reference
Brook Lopez,2016-17,2.3,2.9,-0.6,2222,75,28,bpm_basketball_reference
Bruno Caboclo,2016-17,1,0.2,0.8,40,9,21,bpm_basketball_reference
Bryn Forbes,2016-17,-5.4,-3.9,-1.5,285,36,23,bpm_basketball_reference
Buddy Hield,2016-17,-2,-0.6,-1.4,1888,82,24,bpm_basketball_reference
C.J. Miles,2016-17,0.5,1.2,-0.7,1776,76,29,bpm_basketball_reference
C.J. Watson,2016-17,-3.6,-3.8,0.2,1012,62,32,bpm_basketball_reference
C.J. Wilcox,2016-17,-8.1,-6.2,-1.9,108,22,26,bpm_basketball_reference
CJ McCollum,2016-17,2,3.4,-1.4,2796,80,25,bpm_basketball_reference
Cameron Payne,2016-17,-6.1,-5.2,-0.9,462,31,22,bpm_basketball_reference
Caris LeVert,2016-17,-1.1,-1.3,0.3,1237,57,22,bpm_basketball_reference
Carmelo Anthony,2016-17,0.7,2.3,-1.6,2538,74,32,bpm_basketball_reference
Chandler Parsons,2016-17,-3.8,-3.6,-0.2,675,34,28,bpm_basketball_reference
Channing Frye,2016-17,1,1.4,-0.4,1398,74,33,bpm_basketball_reference
Chasson Randle,2016-17,-1.7,-1.1,-0.6,299,26,23,bpm_basketball_reference
Cheick Diallo,2016-17,-3.7,-1.8,-1.9,199,17,20,bpm_basketball_reference
Chinanu Onuaku,2016-17,-1.5,-2.8,1.4,52,5,20,bpm_basketball_reference
Chris Andersen,2016-17,-2.5,-4.7,2.2,114,12,38,bpm_basketball_reference
Chris McCullough,2016-17,-3.6,-1.2,-2.4,80,16,21,bpm_basketball_reference
Chris Paul,2016-17,8.7,6.3,2.5,1921,61,31,bpm_basketball_reference
Christian Wood,2016-17,-2.6,-2.3,-0.3,107,13,21,bpm_basketball_reference
Clint Capela,2016-17,1.2,1.3,-0.1,1551,65,22,bpm_basketball_reference
Cody Zeller,2016-17,0.2,-0.9,1.1,1725,62,24,bpm_basketball_reference
Cole Aldrich,2016-17,-0.8,-2.3,1.5,531,62,28,bpm_basketball_reference
Corey Brewer,2016-17,-2.7,-3.5,0.8,1281,82,30,bpm_basketball_reference
Cory Joseph,2016-17,-1.3,-0.9,-0.4,2003,80,25,bpm_basketball_reference
Courtney Lee,2016-17,-0.9,-0.7,-0.2,2459,77,31,bpm_basketball_reference
Cristiano Felício,2016-17,-0.7,-0.6,-0.1,1040,66,24,bpm_basketball_reference
D'Angelo Russell,2016-17,-0.8,0.7,-1.5,1811,63,20,bpm_basketball_reference
D.J. Augustin,2016-17,-3,-1.2,-1.8,1538,78,29,bpm_basketball_reference
Dahntay Jones,2016-17,-4.8,-0.4,-4.4,12,1,36,bpm_basketball_reference
Damian Jones,2016-17,-9.7,-7.7,-1.9,85,10,21,bpm_basketball_reference
Damian Lillard,2016-17,5,6.1,-1.1,2694,75,26,bpm_basketball_reference
Damjan Rudež,2016-17,-4.5,-4.2,-0.3,314,45,30,bpm_basketball_reference
Daniel Ochefu,2016-17,-8.4,-7,-1.5,75,19,23,bpm_basketball_reference
Danilo Gallinari,2016-17,1.4,2.8,-1.4,2134,63,28,bpm_basketball_reference
Danny Green,2016-17,0.8,-1,1.9,1807,68,29,bpm_basketball_reference
Dante Cunningham,2016-17,-1.6,-1.9,0.3,1649,66,29,bpm_basketball_reference
Danté Exum,2016-17,-3.3,-3.2,-0.1,1228,66,21,bpm_basketball_reference
Danuel House Jr.,2016-17,0.9,-8.9,9.8,1,1,23,bpm_basketball_reference
Dario Šarić,2016-17,-2.3,-1.3,-0.9,2129,81,22,bpm_basketball_reference
Darrell Arthur,2016-17,-0.1,0.1,-0.2,639,41,28,bpm_basketball_reference
Darren Collison,2016-17,-0.9,0.3,-1.2,2063,68,29,bpm_basketball_reference
Darrun Hilliard,2016-17,-6,-5.8,-0.2,381,39,23,bpm_basketball_reference
David Lee,2016-17,1.8,0.7,1.1,1477,79,33,bpm_basketball_reference
David Nwaba,2016-17,-2.2,-2.1,-0.1,397,20,24,bpm_basketball_reference
David West,2016-17,2.8,-0.7,3.5,854,68,36,bpm_basketball_reference
DeAndre Jordan,2016-17,3.3,2.5,0.9,2570,81,28,bpm_basketball_reference
DeAndre Liggins,2016-17,-2.2,-4.5,2.4,777,62,28,bpm_basketball_reference
DeAndre' Bembry,2016-17,-3.5,-3.6,0.1,371,38,22,bpm_basketball_reference
DeMar DeRozan,2016-17,3,4.1,-1,2620,74,27,bpm_basketball_reference
DeMarcus Cousins,2016-17,6.8,5,1.8,2465,72,26,bpm_basketball_reference
DeMarre Carroll,2016-17,0,-0.4,0.4,1882,72,30,bpm_basketball_reference
Dejounte Murray,2016-17,-4.8,-4.2,-0.5,322,38,20,bpm_basketball_reference
Delon Wright,2016-17,2,-0.1,2.1,446,27,24,bpm_basketball_reference
Demetrius Jackson,2016-17,9.8,9.7,0.1,17,5,22,bpm_basketball_reference
Dennis Schröder,2016-17,0,1.1,-1,2485,79,23,bpm_basketball_reference
Denzel Valentine,2016-17,-3.3,-3.5,0.1,976,57,23,bpm_basketball_reference
Deron Williams,2016-17,-1.8,0,-1.8,1657,64,32,bpm_basketball_reference
Derrick Favors,2016-17,-0.1,-1.2,1.2,1186,50,25,bpm_basketball_reference
Derrick Jones Jr.,2016-17,-2.3,-1.6,-0.7,545,32,19,bpm_basketball_reference
Derrick Rose,2016-17,-1,1,-2,2082,64,28,bpm_basketball_reference
Derrick Williams,2016-17,-2.9,-1.9,-1,804,50,25,bpm_basketball_reference
Devin Booker,2016-17,-1.9,0.3,-2.3,2730,78,20,bpm_basketball_reference
Devin Harris,2016-17,-0.4,-1,0.7,1087,65,33,bpm_basketball_reference
Dewayne Dedmon,2016-17,0.6,-1.4,2,1330,76,27,bpm_basketball_reference
Deyonta Davis,2016-17,-4.6,-5,0.4,238,36,20,bpm_basketball_reference
Diamond Stone,2016-17,-20.8,-14.9,-5.9,24,7,19,bpm_basketball_reference
Dion Waiters,2016-17,-0.1,0.3,-0.4,1384,46,25,bpm_basketball_reference
Dirk Nowitzki,2016-17,0.8,0.8,0.1,1424,54,38,bpm_basketball_reference
Domantas Sabonis,2016-17,-4.5,-4.5,-0.1,1632,81,20,bpm_basketball_reference
Donatas Motiejūnas,2016-17,-4.3,-4.5,0.3,479,34,26,bpm_basketball_reference
Dorian Finney-Smith,2016-17,-2.6,-3.3,0.6,1642,81,23,bpm_basketball_reference
Doug McDermott,2016-17,-2.3,-0.9,-1.4,1508,66,25,bpm_basketball_reference
Dragan Bender,2016-17,-5.1,-4.3,-0.7,574,43,19,bpm_basketball_reference
Draymond Green,2016-17,4.9,1,3.9,2471,76,26,bpm_basketball_reference
Dwight Howard,2016-17,1.4,0.6,0.8,2199,74,31,bpm_basketball_reference
Dwight Powell,2016-17,1,-0.1,1.1,1333,77,25,bpm_basketball_reference
Dwyane Wade,2016-17,2.5,1.6,0.9,1792,60,35,bpm_basketball_reference
Dāvis Bertāns,2016-17,1.3,0.5,0.8,808,67,24,bpm_basketball_reference
E'Twaun Moore,2016-17,-1.6,-1.7,0.1,1820,73,27,bpm_basketball_reference
Ed Davis,2016-17,-4.1,-3.2,-0.8,789,46,27,bpm_basketball_reference
Edy Tavares,2016-17,3.3,-1.4,4.7,28,2,24,bpm_basketball_reference
Elfrid Payton,2016-17,0.8,0.8,0,2412,82,22,bpm_basketball_reference
Elijah Millsap,2016-17,-19,-12,-7,23,2,29,bpm_basketball_reference
Emmanuel Mudiay,2016-17,-3.2,-1.6,-1.6,1406,55,20,bpm_basketball_reference
Enes Freedom,2016-17,1.7,3,-1.3,1533,72,24,bpm_basketball_reference
Eric Bledsoe,2016-17,3.6,3.7,-0.1,2176,66,27,bpm_basketball_reference
Eric Gordon,2016-17,-0.1,1.3,-1.4,2323,75,28,bpm_basketball_reference
Ersan İlyasova,2016-17,0.1,0.4,-0.3,2142,82,29,bpm_basketball_reference
Evan Fournier,2016-17,-1.3,-0.2,-1.1,2234,68,24,bpm_basketball_reference
Evan Turner,2016-17,-2.5,-2.3,-0.1,1658,65,28,bpm_basketball_reference
Frank Kaminsky,2016-17,-1.2,-0.5,-0.6,1954,75,23,bpm_basketball_reference
Fred VanVleet,2016-17,-2.1,-3.6,1.6,294,37,22,bpm_basketball_reference
Garrett Temple,2016-17,-0.8,-1.5,0.8,1728,65,30,bpm_basketball_reference
