player_name,season,impact_overall,impact_offense,impact_defense,minutes_played,games_played,age,metric_source
Ish Smith,2021-22,-2.9,-2.2,-0.6,1126,65,33,bpm_basketball_reference
Ish Wainright,2021-22,-2,-3,1,359,45,27,bpm_basketball_reference
Ivica Zubac,2021-22,0.7,-0.1,0.8,1852,76,24,bpm_basketball_reference
JT Thor,2021-22,-3,-3.1,0.1,262,33,19,bpm_basketball_reference
Ja Morant,2021-22,6.1,6.2,-0.1,1889,57,22,bpm_basketball_reference
JaMychal Green,2021-22,-1.8,-2,0.1,1085,67,31,bpm_basketball_reference
JaQuori McLaughlin,2021-22,-13.6,-9.4,-4.2,11,4,24,bpm_basketball_reference
JaVale McGee,2021-22,0.8,-0.1,0.9,1172,74,34,bpm_basketball_reference
Jabari Parker,2021-22,0.7,-0.3,1.1,112,12,26,bpm_basketball_reference
Jaden McDaniels,2021-22,-2.9,-2.9,-0.1,1803,70,21,bpm_basketball_reference
Jaden Springer,2021-22,17.1,8.3,8.7,6,2,19,bpm_basketball_reference
Jae Crowder,2021-22,1.1,-1.3,2.4,1886,67,31,bpm_basketball_reference
Jae'Sean Tate,2021-22,-1.8,-1.3,-0.5,2056,78,26,bpm_basketball_reference
Jahmi'us Ramsey,2021-22,-6.9,-3.5,-3.4,134,19,20,bpm_basketball_reference
Jaime Echenique,2021-22,-8.5,-5.5,-3,3,1,24,bpm_basketball_reference
Jake Layman,2021-22,-3.9,-3.3,-0.6,231,34,27,bpm_basketball_reference
Jakob Poeltl,2021-22,1.6,0.9,0.7,1970,68,26,bpm_basketball_reference
Jalen Brunson,2021-22,0.9,0.9,0,2524,79,25,bpm_basketball_reference
Jalen Green,2021-22,-2.9,-0.5,-2.4,2138,67,19,bpm_basketball_reference
Jalen Johnson,2021-22,-4.9,-3.9,-1.1,120,22,20,bpm_basketball_reference
Jalen McDaniels,2021-22,-2.3,-1.9,-0.4,895,55,24,bpm_basketball_reference
Jalen Smith,2021-22,-0.5,0.9,-1.4,925,51,21,bpm_basketball_reference
Jalen Suggs,2021-22,-5.6,-5.3,-0.2,1307,48,20,bpm_basketball_reference
James Bouknight,2021-22,-7.1,-3.4,-3.7,304,31,21,bpm_basketball_reference
James Ennis III,2021-22,-1.1,-0.1,-1,56,7,31,bpm_basketball_reference
James Harden,2021-22,4,3.7,0.3,2419,65,32,bpm_basketball_reference
James Johnson,2021-22,-2.2,-2.7,0.6,1191,62,34,bpm_basketball_reference
Jamorko Pickett,2021-22,-5,-2.8,-2.1,176,13,24,bpm_basketball_reference
Jared Butler,2021-22,-1.6,-2.3,0.7,360,42,21,bpm_basketball_reference
Jared Harper,2021-22,17.3,14.2,3.1,43,5,24,bpm_basketball_reference
Jaren Jackson Jr.,2021-22,-0.1,-0.9,0.8,2126,78,22,bpm_basketball_reference
Jarred Vanderbilt,2021-22,0.2,-0.8,1,1880,74,22,bpm_basketball_reference
Jarrett Allen,2021-22,3.9,2.7,1.2,1810,56,23,bpm_basketball_reference
Jarrett Culver,2021-22,-5.4,-5.7,0.3,338,37,22,bpm_basketball_reference
Jarron Cumberland,2021-22,-6.6,-4.4,-2.2,12,3,24,bpm_basketball_reference
Javin DeLaurier,2021-22,7,-4.8,11.8,3,1,23,bpm_basketball_reference
Javonte Green,2021-22,0.1,-0.6,0.7,1519,65,28,bpm_basketball_reference
Javonte Smart,2021-22,-6.6,-5.9,-0.8,200,17,22,bpm_basketball_reference
Jaxson Hayes,2021-22,0.2,0.6,-0.3,1398,70,21,bpm_basketball_reference
Jay Huff,2021-22,-7.4,-8.3,0.9,20,4,23,bpm_basketball_reference
Jay Scrubb,2021-22,-4.8,-4.4,-0.4,121,18,21,bpm_basketball_reference
Jaylen Brown,2021-22,2.1,1.9,0.1,2220,66,25,bpm_basketball_reference
Jaylen Hoard,2021-22,-0.9,1.2,-2.1,240,7,22,bpm_basketball_reference
Jaylen Morris,2021-22,-21.5,-15.8,-5.7,16,3,26,bpm_basketball_reference
Jaylen Nowell,2021-22,0.8,1.5,-0.7,975,62,22,bpm_basketball_reference
Jaysean Paige,2021-22,-31.5,-25,-6.5,7,1,27,bpm_basketball_reference
Jayson Tatum,2021-22,5,4.3,0.6,2731,76,23,bpm_basketball_reference
Jeff Dowtin Jr.,2021-22,-5.6,-5.7,0.1,108,9,24,bpm_basketball_reference
Jeff Green,2021-22,-2.5,-1.2,-1.3,1849,75,35,bpm_basketball_reference
Jemerrio Jones,2021-22,-1,-1.1,0.1,15,2,26,bpm_basketball_reference
Jerami Grant,2021-22,1.2,1.4,-0.2,1500,47,27,bpm_basketball_reference
Jeremiah Robinson-Earl,2021-22,-2.2,-1.9,-0.4,1087,49,21,bpm_basketball_reference
Jeremy Lamb,2021-22,-0.8,-0.4,-0.5,935,56,29,bpm_basketball_reference
Jericho Sims,2021-22,-1.7,-2.8,1.1,555,41,23,bpm_basketball_reference
Jevon Carter,2021-22,-2.2,-1.8,-0.4,905,66,26,bpm_basketball_reference
Jimmy Butler,2021-22,6.3,4.5,1.9,1931,57,32,bpm_basketball_reference
Jock Landale,2021-22,-0.4,0.7,-1.1,589,54,26,bpm_basketball_reference
Joe Harris,2021-22,-1.4,-0.9,-0.5,423,14,30,bpm_basketball_reference
Joe Ingles,2021-22,-0.3,-0.7,0.5,1122,45,34,bpm_basketball_reference
Joe Johnson,2021-22,15,12.1,2.8,2,1,40,bpm_basketball_reference
Joe Wieskamp,2021-22,-3.9,-2.9,-1.1,205,29,22,bpm_basketball_reference
Joel Ayayi,2021-22,-6,-4.3,-1.7,20,7,21,bpm_basketball_reference
Joel Embiid,2021-22,9.2,7.2,2,2297,68,27,bpm_basketball_reference
John Collins,2021-22,1.5,1.5,0,1663,54,24,bpm_basketball_reference
John Konchar,2021-22,1.5,0.2,1.3,1292,72,25,bpm_basketball_reference
Jon Teske,2021-22,-4.8,-8.5,3.7,8,3,24,bpm_basketball_reference
Jonas Valančiūnas,2021-22,1.9,2,-0.1,2240,74,29,bpm_basketball_reference
Jonathan Kuminga,2021-22,-1.5,-1.3,-0.2,1185,70,19,bpm_basketball_reference
Jordan Bell,2021-22,2.7,-8.1,10.8,2,1,27,bpm_basketball_reference
Jordan Clarkson,2021-22,-0.6,0.5,-1.2,2141,79,29,bpm_basketball_reference
Jordan Goodwin,2021-22,-34.1,-24.7,-9.4,6,2,23,bpm_basketball_reference
Jordan McLaughlin,2021-22,0.4,-1.2,1.6,902,62,25,bpm_basketball_reference
Jordan Nwora,2021-22,-4.1,-2.7,-1.5,1185,62,23,bpm_basketball_reference
Jordan Poole,2021-22,1,1.3,-0.3,2283,76,22,bpm_basketball_reference
Jordan Schakel,2021-22,-13,-8.6,-4.3,30,4,23,bpm_basketball_reference
Jose Alvarado,2021-22,1.9,-0.5,2.4,834,54,23,bpm_basketball_reference
Josh Christopher,2021-22,-3.5,-2.2,-1.3,1334,74,20,bpm_basketball_reference
Josh Giddey,2021-22,-0.9,-1.2,0.3,1700,54,19,bpm_basketball_reference
Josh Green,2021-22,-1,-2.4,1.4,1039,67,21,bpm_basketball_reference
Josh Hart,2021-22,0.9,0.5,0.5,1791,54,26,bpm_basketball_reference
Josh Jackson,2021-22,-4.5,-4.1,-0.4,830,51,24,bpm_basketball_reference
Josh Okogie,2021-22,-2.7,-3.7,0.9,516,49,23,bpm_basketball_reference
Josh Richardson,2021-22,0.1,-0.6,0.7,1600,65,28,bpm_basketball_reference
Joshua Primo,2021-22,-5,-3.8,-1.1,965,50,19,bpm_basketball_reference
Jrue Holiday,2021-22,3.2,2.9,0.3,2208,67,31,bpm_basketball_reference
Juan Toscano-Anderson,2021-22,-0.8,-3.3,2.4,994,73,28,bpm_basketball_reference
Juancho Hernangómez,2021-22,-0.6,-0.7,0.1,445,40,26,bpm_basketball_reference
Julius Randle,2021-22,0.5,0.4,0.2,2544,72,27,bpm_basketball_reference
Justin Anderson,2021-22,-3.2,-1.9,-1.3,316,16,28,bpm_basketball_reference
Justin Champagnie,2021-22,-2,-1.3,-0.7,281,36,20,bpm_basketball_reference
Justin Holiday,2021-22,-2.2,-1.4,-0.8,2057,74,32,bpm_basketball_reference
Justin Jackson,2021-22,-3.3,-2.2,-1.1,37,7,26,bpm_basketball_reference
Justin Robinson,2021-22,-7.6,-6.4,-1.3,304,25,24,bpm_basketball_reference
Justise Winslow,2021-22,-1.7,-2.7,1,775,48,25,bpm_basketball_reference
Jusuf Nurkić,2021-22,0.3,0.1,0.2,1579,56,27,bpm_basketball_reference
Juwan Morgan,2021-22,-7.1,-3.3,-3.9,31,2,24,bpm_basketball_reference
KJ Martin,2021-22,-1.2,0,-1.2,1656,79,21,bpm_basketball_reference
KZ Okpala,2021-22,-2.8,-3.2,0.4,244,21,22,bpm_basketball_reference
Kai Jones,2021-22,-6.6,-5.2,-1.4,63,21,21,bpm_basketball_reference
Karl-Anthony Towns,2021-22,5,4.5,0.5,2476,74,26,bpm_basketball_reference
Keifer Sykes,2021-22,-6.9,-4.4,-2.4,566,32,28,bpm_basketball_reference
Keita Bates-Diop,2021-22,-2.6,-2.1,-0.5,957,59,26,bpm_basketball_reference
Kelan Martin,2021-22,-3.6,-2.6,-1,450,30,26,bpm_basketball_reference
Keldon Johnson,2021-22,-0.5,0.7,-1.2,2392,75,22,bpm_basketball_reference
Keljin Blevins,2021-22,-8.5,-5.6,-2.9,349,31,26,bpm_basketball_reference
Kelly Olynyk,2021-22,1.6,0.5,1,764,40,30,bpm_basketball_reference
Kelly Oubre Jr.,2021-22,-1.4,0.2,-1.6,1999,76,26,bpm_basketball_reference
Kemba Walker,2021-22,0.4,0.7,-0.2,948,37,31,bpm_basketball_reference
Kenrich Williams,2021-22,-0.3,-1.3,1.1,1072,49,27,bpm_basketball_reference
Kent Bazemore,2021-22,-4.3,-5.1,0.8,545,39,32,bpm_basketball_reference
Kentavious Caldwell-Pope,2021-22,-1.5,-0.9,-0.6,2329,77,28,bpm_basketball_reference
Keon Johnson,2021-22,-5.9,-4,-2,697,37,19,bpm_basketball_reference
Kessler Edwards,2021-22,-3.8,-3.1,-0.8,987,48,21,bpm_basketball_reference
Kevin Durant,2021-22,7.2,6.4,0.7,2047,55,33,bpm_basketball_reference
Kevin Huerter,2021-22,-1.2,-0.5,-0.7,2188,74,23,bpm_basketball_reference
Kevin Knox,2021-22,-4.1,-1.9,-2.2,222,30,22,bpm_basketball_reference
Kevin Love,2021-22,4.5,4.4,0.1,1665,74,33,bpm_basketball_reference
Kevin Pangos,2021-22,-6.1,-4.7,-1.4,166,24,29,bpm_basketball_reference
Kevin Porter Jr.,2021-22,-1.6,-0.1,-1.6,1907,61,21,bpm_basketball_reference
Kevon Looney,2021-22,0.9,-0.9,1.7,1732,82,25,bpm_basketball_reference
Khem Birch,2021-22,-1.3,-1.7,0.4,991,55,29,bpm_basketball_reference
Khris Middleton,2021-22,1.6,1.9,-0.3,2141,66,30,bpm_basketball_reference
Killian Hayes,2021-22,-3.5,-4.3,0.8,1647,66,20,bpm_basketball_reference
Killian Tillie,2021-22,-2.7,-3.8,1.1,461,36,23,bpm_basketball_reference
Kira Lewis Jr.,2021-22,-4,-2.8,-1.2,341,24,20,bpm_basketball_reference
Klay Thompson,2021-22,1.1,2.6,-1.6,941,32,31,bpm_basketball_reference
Kris Dunn,2021-22,-5.4,-4.6,-0.8,336,14,27,bpm_basketball_reference
Kristaps Porziņģis,2021-22,3.9,3.3,0.6,1481,51,26,bpm_basketball_reference
Kyle Anderson,2021-22,1.2,-0.9,2.1,1484,69,28,bpm_basketball_reference
Kyle Guy,2021-22,-3.4,-3.1,-0.3,186,19,24,bpm_basketball_reference
Kyle Kuzma,2021-22,-0.2,0.2,-0.4,2204,66,26,bpm_basketball_reference
Kyle Lowry,2021-22,2,1.1,0.8,2133,63,35,bpm_basketball_reference
Kyrie Irving,2021-22,3,4.2,-1.2,1091,29,29,bpm_basketball_reference
LaMarcus Aldridge,2021-22,0.7,1.3,-0.6,1050,47,36,bpm_basketball_reference
LaMelo Ball,2021-22,3.4,3.3,0.1,2422,75,20,bpm_basketball_reference
Lamar Stevens,2021-22,-2.9,-3.2,0.3,1015,63,24,bpm_basketball_reference
Lance Stephenson,2021-22,-3.2,-1.6,-1.6,814,46,31,bpm_basketball_reference
Landry Shamet,2021-22,-1.2,-0.9,-0.4,1437,69,24,bpm_basketball_reference
Langston Galloway,2021-22,-9.8,-8,-1.8,107,7,30,bpm_basketball_reference
Larry Nance Jr.,2021-22,-0.1,-0.4,0.3,1040,46,29,bpm_basketball_reference
Lauri Markkanen,2021-22,0.4,0.4,-0.1,1878,61,24,bpm_basketball_reference
LeBron James,2021-22,7.7,6.9,0.8,2084,56,37,bpm_basketball_reference
Leandro Bolmaro,2021-22,-5.8,-5.1,-0.7,241,35,21,bpm_basketball_reference
Lindell Wigginton,2021-22,-5,-3.2,-1.9,199,19,23,bpm_basketball_reference
Lindy Waters III,2021-22,-1.6,-0.8,-0.8,465,25,24,bpm_basketball_reference
Lonnie Walker IV,2021-22,-2.5,-1.2,-1.3,1612,70,23,bpm_basketball_reference
Lonzo Ball,2021-22,2.5,0.9,1.6,1212,35,24,bpm_basketball_reference
Lou Williams,2021-22,-3.4,-2,-1.4,799,56,35,bpm_basketball_reference
Louis King,2021-22,-4.6,-3,-1.6,104,10,22,bpm_basketball_reference
Luguentz Dort,2021-22,-2.3,-1.5,-0.7,1665,51,22,bpm_basketball_reference
Luka Dončić,2021-22,8.2,6.4,1.8,2301,65,22,bpm_basketball_reference
Luka Garza,2021-22,-2.5,-0.5,-2,389,32,23,bpm_basketball_reference
Luke Kennard,2021-22,0.5,0.8,-0.3,1919,70,25,bpm_basketball_reference
Luke Kornet,2021-22,-0.5,-0.9,0.4,103,15,26,bpm_basketball_reference
M.J. Walker,2021-22,-9.6,-15.8,6.2,8,2,23,bpm_basketball_reference
Mac McClung,2021-22,-9.6,-8.4,-1.2,25,2,23,bpm_basketball_reference
Malachi Flynn,2021-22,-1.5,-1.8,0.4,537,44,23,bpm_basketball_reference
Malcolm Brogdon,2021-22,2.3,2.8,-0.5,1206,36,29,bpm_basketball_reference
Malcolm Hill,2021-22,-1.6,-1.1,-0.5,212,19,26,bpm_basketball_reference
Malik Beasley,2021-22,-0.7,0.7,-1.5,1976,79,25,bpm_basketball_reference
Malik Fitts,2021-22,-1.1,-0.6,-0.5,63,15,24,bpm_basketball_reference
Malik Monk,2021-22,-0.5,0.5,-1,2139,76,23,bpm_basketball_reference
Malik Newman,2021-22,6.4,6.3,0.1,8,1,24,bpm_basketball_reference
Mamadi Diakite,2021-22,-5,-5.9,0.9,188,13,25,bpm_basketball_reference
Marcus Garrett,2021-22,-5.4,-6.4,1,128,12,23,bpm_basketball_reference
Marcus Morris,2021-22,-1.4,-0.3,-1,1564,54,32,bpm_basketball_reference
Marcus Smart,2021-22,0.5,-1.2,1.7,2296,71,27,bpm_basketball_reference
Markelle Fultz,2021-22,0.2,-0.1,0.4,360,18,23,bpm_basketball_reference
Markieff Morris,2021-22,-1.9,-1.5,-0.4,298,17,32,bpm_basketball_reference
Marko Simonovic,2021-22,-11.1,-6.1,-5,35,9,22,bpm_basketball_reference
Markus Howard,2021-22,-1.2,0.8,-2,176,31,22,bpm_basketball_reference
Marquese Chriss,2021-22,-3.8,-3.8,0,346,34,24,bpm_basketball_reference
Marvin Bagley III,2021-22,-2.3,-0.5,-1.8,1153,48,22,bpm_basketball_reference
Mason Jones,2021-22,-0.9,-1.2,0.3,51,4,23,bpm_basketball_reference
Mason Plumlee,2021-22,0,-1.5,1.5,1793,73,31,bpm_basketball_reference
Matisse Thybulle,2021-22,1.1,-2.2,3.3,1685,66,24,bpm_basketball_reference
Matt Mooney,2021-22,-22.3,-33.9,11.5,2,1,25,bpm_basketball_reference
Matt Ryan,2021-22,-13.7,-9.9,-3.8,5,1,24,bpm_basketball_reference
Matt Thomas,2021-22,-2.6,-1.2,-1.5,459,40,27,bpm_basketball_reference
Maurice Harkless,2021-22,-3.3,-3.7,0.4,863,47,28,bpm_basketball_reference
Max Strus,2021-22,0.9,1.4,-0.4,1587,68,25,bpm_basketball_reference
Maxi Kleber,2021-22,-0.4,-1.6,1.2,1450,59,30,bpm_basketball_reference
McKinley Wright IV,2021-22,-4.2,-1.4,-2.8,19,5,23,bpm_basketball_reference
Melvin Frazier,2021-22,-16.4,-9.7,-6.7,120,3,25,bpm_basketball_reference
Micah Potter,2021-22,-7.1,-4,-3,31,3,23,bpm_basketball_reference
Michael Porter Jr.,2021-22,-3.5,-3.9,0.5,265,9,23,bpm_basketball_reference
Mikal Bridges,2021-22,1.6,0.5,1.1,2854,82,25,bpm_basketball_reference
Mike Conley,2021-22,3.1,2.4,0.7,2058,72,34,bpm_basketball_reference
Mike Muscala,2021-22,5,3.8,1.2,592,43,30,bpm_basketball_reference
Miles Bridges,2021-22,1.5,1.8,-0.3,2837,80,23,bpm_basketball_reference
Miles McBride,2021-22,-4.5,-5.5,1,372,40,21,bpm_basketball_reference
Mitchell Robinson,2021-22,2.2,1,1.2,1848,72,23,bpm_basketball_reference
Miye Oni,2021-22,-7.9,-7.6,-0.3,44,16,24,bpm_basketball_reference
Mo Bamba,2021-22,0.7,-0.2,0.9,1824,71,23,bpm_basketball_reference
Monte Morris,2021-22,0,0.8,-0.8,2239,75,26,bpm_basketball_reference
Montrezl Harrell,2021-22,3.9,3.7,0.1,1641,71,28,bpm_basketball_reference
Moritz Wagner,2021-22,1.6,1.5,0.1,960,63,24,bpm_basketball_reference
Moses Brown,2021-22,-3.3,-2.4,-0.9,345,40,22,bpm_basketball_reference
Moses Moody,2021-22,-2.5,-1.4,-1.1,607,52,19,bpm_basketball_reference
Moses Wright,2021-22,1.4,1.1,0.4,14,4,23,bpm_basketball_reference
Mychal Mulder,2021-22,-7.7,-5.9,-1.8,239,17,27,bpm_basketball_reference
Myles Powell,2021-22,-12.7,-10.5,-2.2,52,11,24,bpm_basketball_reference
Myles Turner,2021-22,1.4,0.1,1.4,1235,42,25,bpm_basketball_reference
Naji Marshall,2021-22,-3.2,-2.7,-0.5,735,55,24,bpm_basketball_reference
Nassir Little,2021-22,-1.4,-0.9,-0.6,1088,42,21,bpm_basketball_reference
Nate Hinton,2021-22,-42.6,-28.1,-14.5,2,2,22,bpm_basketball_reference
Nathan Knight,2021-22,-0.6,-0.7,0.1,267,37,24,bpm_basketball_reference
Naz Reid,2021-22,0,-0.5,0.5,1215,77,22,bpm_basketball_reference
Neemias Queta,2021-22,-5.1,-4.1,-1,120,15,22,bpm_basketball_reference
Nemanja Bjelica,2021-22,1.4,-0.9,2.3,1143,71,33,bpm_basketball_reference
Nerlens Noel,2021-22,0.3,-3.1,3.3,562,25,27,bpm_basketball_reference
Nic Claxton,2021-22,0.5,0.3,0.2,974,47,22,bpm_basketball_reference
Nick Richards,2021-22,-2.8,-2.6,-0.2,367,50,24,bpm_basketball_reference
Nickeil Alexander-Walker,2021-22,-2.9,-1.8,-1.1,1466,65,23,bpm_basketball_reference
Nicolas Batum,2021-22,2.3,0.5,1.9,1463,59,33,bpm_basketball_reference
Nik Stauskas,2021-22,-3.6,-0.9,-2.7,39,8,28,bpm_basketball_reference
Nikola Jokić,2021-22,13.7,9.2,4.5,2476,74,26,bpm_basketball_reference
Nikola Vučević,2021-22,0.9,0.8,0.1,2418,73,31,bpm_basketball_reference
Norman Powell,2021-22,-0.3,1.2,-1.5,1458,45,28,bpm_basketball_reference
Norvel Pelle,2021-22,-7.1,-3,-4.1,19,3,28,bpm_basketball_reference
OG Anunoby,2021-22,0.5,0.4,0.1,1728,48,24,bpm_basketball_reference
Obi Toppin,2021-22,2,1.7,0.3,1230,72,23,bpm_basketball_reference
Olivier Sarr,2021-22,-4,-2.7,-1.3,421,22,22,bpm_basketball_reference
Omer Yurtseven,2021-22,-1,-1.4,0.4,706,56,23,bpm_basketball_reference
Onyeka Okongwu,2021-22,0.8,0,0.8,992,48,21,bpm_basketball_reference
Oshae Brissett,2021-22,-2.2,-0.5,-1.7,1564,67,23,bpm_basketball_reference
Otto Porter Jr.,2021-22,3.1,1,2.1,1396,63,28,bpm_basketball_reference
P.J. Tucker,2021-22,0.6,-0.8,1.4,1981,71,36,bpm_basketball_reference
P.J. Washington,2021-22,-0.1,-0.2,0.2,1768,65,23,bpm_basketball_reference
PJ Dozier,2021-22,-2,-3,1,340,18,25,bpm_basketball_reference
Paris Bass,2021-22,-12.4,-11.2,-1.2,7,2,26,bpm_basketball_reference
Pascal Siakam,2021-22,3.5,2.7,0.8,2578,68,27,bpm_basketball_reference
Pat Connaughton,2021-22,1.2,0.8,0.3,1691,65,29,bpm_basketball_reference
Patrick Beverley,2021-22,2.7,0.6,2.1,1476,58,33,bpm_basketball_reference
Patrick Williams,2021-22,-1.5,-0.9,-0.7,422,17,20,bpm_basketball_reference
Patty Mills,2021-22,-1.7,-0.3,-1.4,2346,81,33,bpm_basketball_reference
Paul George,2021-22,3.7,1.8,1.9,1077,31,31,bpm_basketball_reference
Paul Millsap,2021-22,-3.5,-3.7,0.2,376,33,36,bpm_basketball_reference
Paul Reed,2021-22,2.1,-0.8,2.9,302,38,22,bpm_basketball_reference
Paul Watson,2021-22,-5.4,-4.8,-0.6,156,9,27,bpm_basketball_reference
Payton Pritchard,2021-22,1.8,1.7,0.1,1001,71,24,bpm_basketball_reference
Petr Cornelie,2021-22,-8.8,-6.1,-2.7,38,13,26,bpm_basketball_reference
Precious Achiuwa,2021-22,-2.6,-2,-0.6,1725,73,22,bpm_basketball_reference
Quentin Grimes,2021-22,-0.3,-1.2,0.9,786,46,21,bpm_basketball_reference
Quinndary Weatherspoon,2021-22,-4.4,-4.5,0.1,73,11,25,bpm_basketball_reference
R.J. Hampton,2021-22,-4.1,-4,-0.1,1402,64,20,bpm_basketball_reference
RJ Barrett,2021-22,-1.6,-0.3,-1.3,2417,70,21,bpm_basketball_reference
RJ Nembhard Jr.,2021-22,-6,-4.4,-1.5,63,14,22,bpm_basketball_reference
Rajon Rondo,2021-22,-1.7,-2.4,0.7,698,39,35,bpm_basketball_reference
Raul Neto,2021-22,-2.9,-2.5,-0.5,1372,70,29,bpm_basketball_reference
Rayjon Tucker,2021-22,3.5,2.3,1.2,71,5,24,bpm_basketball_reference
Reggie Bullock,2021-22,-1.4,-1.4,0,1902,68,30,bpm_basketball_reference
Reggie Jackson,2021-22,-3,-1.4,-1.6,2337,75,31,bpm_basketball_reference
Reggie Perry,2021-22,-4.1,-3.1,-1,187,10,21,bpm_basketball_reference
Richaun Holmes,2021-22,-0.5,-0.4,-0.1,1074,45,28,bpm_basketball_reference
Ricky Rubio,2021-22,0.2,-1,1.2,970,34,31,bpm_basketball_reference
Rob Edwards,2021-22,-11.2,-8.3,-2.9,11,2,25,bpm_basketball_reference
Robert Covington,2021-22,0.2,-1.6,1.7,1940,71,31,bpm_basketball_reference
Robert Williams,2021-22,5.5,2.4,3.1,1804,61,24,bpm_basketball_reference
Robert Woodard II,2021-22,-10.4,-6.8,-3.6,42,12,22,bpm_basketball_reference
Robin Lopez,2021-22,-3.8,-2.4,-1.4,612,36,33,bpm_basketball_reference
Rodney Hood,2021-22,-3.3,-3,-0.3,709,52,29,bpm_basketball_reference
Rodney McGruder,2021-22,-1.4,-0.7,-0.7,754,51,30,bpm_basketball_reference
Romeo Langford,2021-22,-1.4,-2.3,1,771,48,22,bpm_basketball_reference
Royce O'Neale,2021-22,0.8,-0.8,1.7,2406,77,28,bpm_basketball_reference
Rudy Gay,2021-22,-1,-0.7,-0.3,1038,55,35,bpm_basketball_reference
Rudy Gobert,2021-22,4.6,2.9,1.7,2120,66,29,bpm_basketball_reference
Rui Hachimura,2021-22,-1.4,0.2,-1.7,943,42,23,bpm_basketball_reference
Russell Westbrook,2021-22,-1.6,-0.7,-0.9,2678,78,33,bpm_basketball_reference
Ryan Arcidiacono,2021-22,-4.6,-4.6,0,76,10,27,bpm_basketball_reference
Saben Lee,2021-22,-0.4,-1.9,1.5,604,37,22,bpm_basketball_reference
Saddiq Bey,2021-22,-0.3,0.9,-1.2,2704,82,22,bpm_basketball_reference
Sam Dekker,2021-22,-9.6,-6.2,-3.4,1,1,27,bpm_basketball_reference
Sam Hauser,2021-22,2.3,2.7,-0.3,158,26,24,bpm_basketball_reference
Sam Merrill,2021-22,-5.6,-2.2,-3.4,58,6,25,bpm_basketball_reference
Sandro Mamukelashvili,2021-22,-0.3,0.6,-1,407,41,22,bpm_basketball_reference
Santi Aldama,2021-22,-5.7,-4.2,-1.5,360,32,21,bpm_basketball_reference
Scottie Barnes,2021-22,0.9,0.5,0.4,2617,74,20,bpm_basketball_reference
Scottie Lewis,2021-22,6,0,5.9,7,2,21,bpm_basketball_reference
Scotty Hopson,2021-22,-11.6,-8.7,-2.9,18,1,32,bpm_basketball_reference
Sekou Doumbouya,2021-22,18.8,8.8,10,16,2,21,bpm_basketball_reference
Semi Ojeleye,2021-22,-5.7,-4.1,-1.6,406,30,27,bpm_basketball_reference
Serge Ibaka,2021-22,-1.5,-1.3,-0.2,877,54,32,bpm_basketball_reference
Seth Curry,2021-22,-0.6,0.3,-0.9,2135,64,31,bpm_basketball_reference
Shai Gilgeous-Alexander,2021-22,3.4,2.9,0.5,1942,56,23,bpm_basketball_reference
Shake Milton,2021-22,-2.2,-1.6,-0.6,1179,55,25,bpm_basketball_reference
Shaq Buchanan,2021-22,-10.7,-11,0.3,10,2,25,bpm_basketball_reference
Shaquille Harrison,2021-22,-8.3,-9,0.6,23,2,28,bpm_basketball_reference
Sharife Cooper,2021-22,-16.3,-11.3,-5,39,13,20,bpm_basketball_reference
Skylar Mays,2021-22,-2,-1.2,-0.8,220,28,24,bpm_basketball_reference
Solomon Hill,2021-22,-4,-5.2,1.2,139,13,30,bpm_basketball_reference
Spencer Dinwiddie,2021-22,0.3,0.8,-0.4,1980,67,28,bpm_basketball_reference
Stanley Johnson,2021-22,-2.7,-2.8,0.1,1094,48,25,bpm_basketball_reference
Stephen Curry,2021-22,5.8,5.4,0.4,2211,64,33,bpm_basketball_reference
Sterling Brown,2021-22,-2.9,-3.4,0.5,628,49,26,bpm_basketball_reference
Steven Adams,2021-22,2,1,1,1999,76,28,bpm_basketball_reference
Svi Mykhailiuk,2021-22,-2.9,-2.7,-0.2,716,56,24,bpm_basketball_reference
T.J. McConnell,2021-22,0.9,-0.4,1.4,652,27,29,bpm_basketball_reference
Tacko Fall,2021-22,-3.4,-4.1,0.8,59,11,26,bpm_basketball_reference
Taj Gibson,2021-22,-2,-3,1,946,52,36,bpm_basketball_reference
Talen Horton-Tucker,2021-22,-3.3,-3.2,-0.2,1511,60,21,bpm_basketball_reference
Taurean Prince,2021-22,-0.9,-1,0,1177,69,27,bpm_basketball_reference
Terance Mann,2021-22,-0.6,-0.8,0.2,2317,81,25,bpm_basketball_reference
Terence Davis,2021-22,-0.9,-0.6,-0.4,536,30,24,bpm_basketball_reference
Terrence Ross,2021-22,-3.7,-2.5,-1.1,1448,63,30,bpm_basketball_reference
Terry Rozier,2021-22,1.7,2.4,-0.7,2458,73,27,bpm_basketball_reference
Terry Taylor,2021-22,-0.6,2.1,-2.8,714,33,22,bpm_basketball_reference
Thaddeus Young,2021-22,2.2,0.1,2.1,845,52,33,bpm_basketball_reference
Thanasis Antetokounmpo,2021-22,-3.5,-3.5,-0.1,473,48,29,bpm_basketball_reference
Theo Pinson,2021-22,-0.5,-1.5,1,148,19,26,bpm_basketball_reference
Thomas Bryant,2021-22,-1,-0.4,-0.7,439,27,24,bpm_basketball_reference
Théo Maledon,2021-22,-4.4,-3.7,-0.7,908,51,20,bpm_basketball_reference
Tim Frazier,2021-22,-8.6,-6.8,-1.8,208,12,31,bpm_basketball_reference
